LA,KC,DAL,TB,GB,ARI,CLE,BAL,SEA,DEN,SF,MIN,IND,NYG,LV,LAC,BUF,CIN,WAS,PIT,TEN,DET,NO,PHI,NE,CAR,HOU,ATL,MIA,JAX,CHI,NYJ
0.16773813349472735,0.12000996864991992,0.10826368202243625,0.05753545667331515,0.05223839291025499,0.04507224113870338,0.013669957844034686,0.013347983423285664,0.00442134766030771,-0.001200549501907247,-0.0019623178569237315,-0.005256623296475735,-0.01834734483761892,-0.03183761575726635,-0.037461267835894776,-0.04495708037805176,-0.04645437755663745,-0.05143976621865383,-0.05324250752940207,-0.06399439358815545,-0.07202585883942898,-0.07277569278548489,-0.08729073093068046,-0.09022803722757833,-0.0957862668839447,-0.1051518576893564,-0.11874679899133184,-0.13881743292832374,-0.1422566461204237,-0.16844030406927502,-0.22479354329080986,-0.2425473557559119
