SF,PHI,MIA,BUF,LAC,BAL,DAL,DET,SEA,DEN,HOU,TEN,JAX,KC,CIN,TB,MIN,IND,LA,GB,WAS,PIT,ARI,NO,CLE,CHI,CAR,ATL,LV,NE,NYG,NYJ
0.16456958474849992,0.14114853418723533,0.12534264945393664,0.1240734159064233,0.12071442896399422,0.11760498159923619,0.1154607641666071,0.07487796730182336,0.06566110448034206,0.0642920160942657,0.06402983134220688,0.06315738307389462,0.05792750774465037,0.05250111913409221,0.046317644411349425,0.03944427874251215,0.0387346891696122,0.02713358067583628,0.013536076460152646,0.01285984559532373,0.003919880970770145,-0.0021574602508055984,-0.005157126251406352,-0.019682729814832545,-0.021557209717508546,-0.025266363208855253,-0.03930759050240572,-0.0433210812139198,-0.04746076810691613,-0.08676718047556203,-0.12174259704232096,-0.12225189017985305
