SF,BAL,DAL,PHI,CLE,KC,BUF,JAX,MIA,DET,TB,LAC,CIN,MIN,SEA,NO,HOU,GB,PIT,DEN,LV,IND,TEN,ATL,LA,CHI,ARI,NYJ,CAR,NE,WAS,NYG
0.16219577967677318,0.15155867651059304,0.1476970162783865,0.11473061523489399,0.11151243075674616,0.10223271781909302,0.07213621379888638,0.0675136892814738,0.04817503446548953,0.044642327766907235,0.04380399306613439,0.0391677688891898,0.03759969059637785,0.03425768761960488,0.01703949300917529,0.007772621917152722,-0.006681260602689823,-0.017684776099313723,-0.025109673796176346,-0.04106218345631976,-0.04316342700344539,-0.05113347520873042,-0.05454911187145496,-0.06937009841876018,-0.07661347379470589,-0.08354852739703432,-0.08369496156635518,-0.08566966493130727,-0.11447243758906582,-0.12751484211238523,-0.14744846761132416,-0.15752530175686527
