SF,LAC,DAL,PHI,MIA,HOU,JAX,BAL,BUF,TEN,DET,TB,MIN,DEN,SEA,KC,CIN,IND,GB,LV,LA,WAS,NO,PIT,CLE,ARI,ATL,CAR,CHI,NE,NYJ,NYG
0.21870052778296442,0.14812975887805438,0.1441861230378953,0.1431180073600345,0.1422947837144658,0.11283272752001386,0.10143072081905552,0.10060314603231413,0.09296915140093391,0.06926518412024552,0.06830861772261307,0.06408057617827495,0.05161220707604336,0.04736827717898467,0.04497166544299319,0.04391355526038826,0.030769565305433018,0.026770323638457418,0.010735558164852901,-0.026123812452185285,-0.0361106635986989,-0.04151924181052968,-0.054494906654052,-0.05874707779699069,-0.06311912707573741,-0.07147702364140238,-0.08367402721474476,-0.08606375507880304,-0.13036911350419195,-0.1344909131144707,-0.1538730650494225,-0.16815649970815488
