NO,BUF,BAL,LV,WAS,IND,CIN,SEA,CAR,TB,PHI,DET,ARI,MIA,CHI,NE,LA,SF,HOU,ATL,TEN,CLE,DEN,JAX,NYJ,PIT,DAL,NYG,MIN,GB,KC,LAC
0.07712188739182298,0.07652651582529574,0.022435219448421626,0.01632953464797375,-0.001355372595817847,-0.0038209651190390798,-0.003881126834501078,-0.004999475115448931,-0.005588971682226204,-0.007839931563179706,-0.01049745617947849,-0.011462447264852411,-0.013745833446670061,-0.013777140428682708,-0.03321258078460278,-0.03588461899294412,-0.04247519266002369,-0.04973655817865412,-0.052251817328813996,-0.055185969627417446,-0.06331903702738681,-0.06475537518527691,-0.0670064493213087,-0.0709097253663226,-0.08205488029632986,-0.09225248652031491,-0.09246110660534868,-0.10193569133559578,-0.11081908392221074,-0.11336774133183339,-0.1139446709385223,-0.1458323112794147
