BUF,ARI,NE,TB,DAL,GB,LA,IND,KC,SF,CIN,NO,MIN,DEN,TEN,PHI,BAL,CLE,LAC,SEA,CAR,NYG,WAS,PIT,LV,MIA,CHI,JAX,ATL,HOU,NYJ,DET
0.14314122543340868,0.1406397799547135,0.13473963734260053,0.11433316861238542,0.09484666146054392,0.07617388426125775,0.07003669647373885,0.06221780298493297,0.05798136249202509,0.047265355637405325,0.046951891324644356,0.037756554246252516,0.036942276295255205,0.02768763180768126,0.026467565802760048,0.02350040058945856,0.00753872192094107,-0.004498551452252912,-0.005419719056950392,-0.008466495455256781,-0.008653730604217508,-0.036611322782795636,-0.04582640249456004,-0.054242989764738556,-0.05884934339668324,-0.07979869427834874,-0.11730680542053262,-0.13322862097593285,-0.14803810913014281,-0.14899243216123614,-0.15003707821150497,-0.16421342113846193
