NE,ARI,BUF,CAR,DAL,CIN,DEN,NO,GB,TB,MIN,NYG,LA,TEN,LAC,SF,PIT,KC,SEA,BAL,PHI,CLE,HOU,IND,CHI,MIA,LV,JAX,ATL,WAS,DET,NYJ
0.14251810478445726,0.12415529040922056,0.11865233440113897,0.1165640229675518,0.1063849710807748,0.062122389583579955,0.05376920203605398,0.05316125512482925,0.05071374198262188,0.05049076159110438,0.04470923687105552,0.035724031867898756,0.028341877909285315,0.028249845483826117,0.01662828339665446,0.009696524384745192,0.007149669988043542,0.005004806690218716,-0.0024631361040003616,-0.0037728237471886493,-0.0053546378664834655,-0.011992328097703779,-0.01709396588909802,-0.0275977675816921,-0.03155528830425257,-0.05907247031550196,-0.07844408300708076,-0.08161687632142534,-0.09215300255404967,-0.09593962012233467,-0.10507645025666199,-0.13283622739271972
