LA,GB,MIN,KC,DAL,ARI,SF,TB,NE,IND,DEN,WAS,LAC,LV,BUF,CIN,TEN,BAL,CLE,SEA,NO,MIA,PHI,NYG,PIT,ATL,NYJ,JAX,HOU,CHI,DET,CAR
0.11072080166213348,0.08835712767767898,0.08624558673146385,0.0838914715203789,0.07798888466650553,0.07459662099323308,0.0663887350737232,0.0640057633038065,0.051571539053892355,0.03142303952775716,0.02858020366108717,0.025633768334932187,0.01485790820133118,0.01197392822223265,0.0026152208728914272,-0.0011269397459721664,-0.011369982691289762,-0.025623366193717412,-0.025930294286650002,-0.02798226050167959,-0.041603670231792886,-0.04181750224050688,-0.04301218805915891,-0.04501210903917775,-0.052859420958501366,-0.05447354213138825,-0.07373849544500216,-0.12828999421548926,-0.1349197295930272,-0.15402248907483423,-0.15769406489617563,-0.1625038991228488
