IND,PHI,CLE,TB,BUF,TEN,JAX,KC,BAL,CAR,LAC,SF,GB,NE,NYJ,ARI,CHI,SEA,WAS,CIN,DET,NO,PIT,NYG,DAL,DEN,MIA,LA,MIN,LV,HOU,ATL
0.19198287704968484,0.15416939021758752,0.12190309262752877,0.11749532524203636,0.11556587558667555,0.10978672604250583,0.1006666629738325,0.09625536743314242,0.07942292568043073,0.0707150425858012,0.06662777416249559,0.06396418424581189,0.06160943219199594,0.05237867664721547,0.049974153614650185,0.04995069132981246,0.040788976580977,0.03313074595858306,0.03202654593467894,0.02443146997545375,0.021712008770418942,0.015510317140690955,0.014074627219361098,-0.007199411886256571,-0.015772196473562622,-0.020922882051066516,-0.02642924116195043,-0.04581339085585251,-0.04875744955294717,-0.08844564213333429,-0.09774067350334484,-0.11487906570805731
