QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
A.Rodgers,221.32779435606577,0.336876399324301,0.16882364176664055
D.Brees,231.54818481261333,0.28100507865608415,0.14444677779950926
T.Brady,216.55900369761713,0.2827141040438866,0.13953544052681516
M.Stafford,110.98893394842526,0.14376804915599126,0.07560554083680195
M.Schaub,50.651475213263986,0.15681571273456343,0.06066044935720238
P.Rivers,73.43130531834434,0.11473641455991304,0.05541985307044856
C.Newton,71.42543753646999,0.10442315429308477,0.054440120073528955
M.Vick,53.36641212136219,0.10223450597962105,0.04982858274636992
E.Manning,75.23215851519579,0.09523058039898201,0.04655455353663106
T.Romo,59.07148583559723,0.10184738937171936,0.04502399835030277
C.Henne,14.559341420220328,0.10550247405956759,0.044253317386687925
M.Ryan,62.29868475391305,0.092021690921585,0.042816965466606904
B.Roethlisberger,47.985617538651354,0.07592661002951163,0.036602301707590656
C.Palmer,20.851634526627816,0.0577607604615729,0.024502508256906953
K.Orton,14.569363182825136,0.053367630706319176,0.02040527056418086
J.Campbell,8.197431229480447,0.042694954320210664,0.016362138182595704
Alex Smith,7.596819669155916,0.013445698529479497,0.005750809741980255
J.Flacco,-0.7126571983845267,-0.0010343355564361781,-0.00047447216936386596
M.Hasselbeck,-8.0849811555204,-0.014515226491059963,-0.006336192128150783
D.Orlovsky,-4.282850677927552,-0.020107280178063625,-0.006874559675646151
R.Fitzpatrick,-17.91870071616777,-0.02752488589273083,-0.013783615935513669
T.Yates,-9.355820148708718,-0.04214333400319242,-0.014572928580543175
J.Cutler,-15.365726619208083,-0.043283736955515725,-0.018830547327460884
M.Moore,-28.858456128326146,-0.06573680211463814,-0.02751044435493436
K.Kolb,-20.194603349326556,-0.06686954751432635,-0.0283234268574005
V.Young,-12.023208035035138,-0.08588005739310813,-0.029253547530499118
T.Tebow,-40.23263551907826,-0.08062652408632917,-0.032109046703174986
R.Grossman,-38.89333371813879,-0.07701650241215602,-0.03561660596899157
A.Dalton,-51.77697627518688,-0.08244741445093452,-0.0363347201931136
M.Cassel,-29.278068340722285,-0.0926521150022857,-0.03972600860342237
D.McNabb,-22.73989431014397,-0.12225749629109661,-0.04828003038247128
T.Jackson,-64.95819080413882,-0.1216445520676757,-0.0513909737374516
J.Freeman,-61.57770046527328,-0.09488089439949658,-0.051486371626482674
C.McCoy,-56.87335639004698,-0.10192357775994082,-0.052807201847768784
C.Ponder,-51.75900985394556,-0.14830661849268068,-0.056443849349995155
M.Sanchez,-78.97224040719321,-0.12716946925473946,-0.05726775954111183
S.Wallace,-25.024842259267714,-0.2085403521605643,-0.06483119756286973
J.Beck,-21.42793338113492,-0.13392458363209325,-0.07002592608214027
C.Painter,-51.77503916526536,-0.1862411480764941,-0.07602795765824576
T.Palko,-40.005354459099856,-0.2667023630606657,-0.08404486230903331
A.Feeley,-29.764608015857675,-0.2705873455987061,-0.09158340927956207
B.Gabbert,-127.00816799922542,-0.2535093173637234,-0.1056640332772258
J.Skelton,-68.70086738040649,-0.20945386396465393,-0.1056936421237023
S.Bradford,-120.81203006169866,-0.29394654516228386,-0.14113554913749843
C.Hanie,-57.62359799117977,-0.43002685068044605,-0.18120628299113137
