SEA,MIN,NO,LAC,PIT,DEN,DET,CHI,MIA,LV,TEN,PHI,ARI,NYG,BUF,KC,ATL,DAL,NE,TB,CLE,CIN,HOU,GB,NYJ,IND,JAX,BAL,CAR,SF,WAS,LA
0.19018360113219793,0.17544128614184717,0.153713590232532,0.11598281677619839,0.09728694400724613,0.09072147894675625,0.08371412402075307,0.06979335618073618,0.05020046866580762,0.04906667954504548,0.03146000498808495,0.02144047737887786,0.011589488079310234,-0.00027942129211112367,-0.0027360371796517624,-0.006752785149590542,-0.011620270694805507,-0.016107508047328772,-0.017206112659373607,-0.02005901819656338,-0.02311290456956598,-0.05518997836139737,-0.05544469530814763,-0.06057127200482799,-0.06139845714167788,-0.07574868610678266,-0.10440941752164723,-0.11558618891033565,-0.12483356696664777,-0.16790641826480573,-0.22042417114990015,-0.2805570408932737
