NO,MIN,PIT,BUF,SEA,PHI,DEN,LAC,ARI,HOU,DET,DAL,TB,GB,NE,NYJ,KC,ATL,IND,CIN,MIA,CHI,LV,WAS,TEN,SF,BAL,NYG,JAX,CAR,CLE,LA
0.2563195836874913,0.2233733189166382,0.22300748142020493,0.17500655524321884,0.17185170750494813,0.14517108183094052,0.1218822647701453,0.11978326325657165,0.1081988972814463,0.04710045390220761,0.03469449123049306,0.022995866324803313,0.007260696850982049,0.0019254784559534846,-0.004792210331944057,-0.006108219526112971,-0.021539567259952663,-0.02527590692695414,-0.02750742223510478,-0.05563360314427726,-0.06221051596956829,-0.07096021282386139,-0.07728967654330507,-0.08391281803056955,-0.09185451519774983,-0.09265465774453319,-0.09939589056153758,-0.10612645875261713,-0.10932225887800864,-0.18479232362932013,-0.21234185843034137,-0.2512176488624681
