IND,CIN,BUF,LAC,WAS,DAL,KC,TEN,LA,JAX,PHI,GB,BAL,SF,DET,NE,ARI,TB,MIN,NYJ,CAR,PIT,DEN,NO,HOU,SEA,CLE,NYG,CHI,ATL,MIA,LV
0.21948648975783958,0.19486338720681504,0.15118754868267148,0.14253588308830656,0.13879218591818845,0.12303828224764561,0.11314923848420792,0.10639439382552078,0.10607770871491345,0.10484977388501016,0.10282334588978287,0.10200822670282822,0.09743774002090466,0.09129545875231955,0.075351690748968,0.040239614931429635,0.03446583950409879,0.03391546155998723,0.030921205908236903,0.02670247792172734,0.025481301086304142,0.021464710627210615,-0.00147381063861899,-0.005498783260403456,-0.006035659857984488,-0.03085894167144363,-0.040144494503588445,-0.07116470503163799,-0.08357566517647291,-0.09458662557380926,-0.16845909427829253,-0.5200734059387064
