PIT,GB,MIA,CHI,DET,LAC,ARI,MIN,NE,NYG,IND,CIN,SEA,NO,CLE,LV,WAS,NYJ,ATL,PHI,KC,JAX,BAL,DEN,TEN,HOU,SF,TB,LA,BUF,DAL,CAR
0.18023125139275073,0.10943146004685458,0.09979123845391599,0.08872302128561949,0.07991068556279923,0.07854780741653561,0.05661527200046803,0.03639613906741157,0.03162121360528804,0.013955754219121722,0.012749511211111064,0.0061344193767790545,0.005120314704438571,0.0008320201894448237,-0.016273482350102356,-0.019901872854697265,-0.023193312993966392,-0.038991506090217475,-0.040685528508868696,-0.04154136399159501,-0.049063347297049906,-0.050705830125425524,-0.05071199499343551,-0.08039260429372391,-0.08245538352061682,-0.13964937328319674,-0.14740182290144624,-0.16158003716049568,-0.1756222171837156,-0.18344420984407822,-0.18393359923534633,-0.3395214195108928
