BUF,WAS,PIT,PHI,NO,HOU,ARI,SF,GB,NYJ,IND,MIN,DAL,DEN,LA,TB,BAL,NE,LAC,CIN,JAX,ATL,KC,SEA,DET,CAR,NYG,MIA,TEN,LV,CHI,CLE
0.1777425924228706,0.1365113531193306,0.1257205374129588,0.12373060445206265,0.10260599345495927,0.10254514921035524,0.09660940920213607,0.07525176052027255,0.06249675046078147,0.05529023761556491,0.04824126387167788,0.04793203277479102,0.039103374372132085,0.031160785823389048,0.029339392030805628,0.02731971504754543,0.01619029834879806,0.01241390232742955,0.003800446480373268,-0.0004436247828798895,-0.004912841356361414,-0.013655636232148632,-0.01478678211036212,-0.018331893627249806,-0.049019632790260004,-0.05995875666267235,-0.105847037460506,-0.11241098463537591,-0.12331452018583478,-0.12635635608835055,-0.14075356900459757,-0.18922895386077537
