SF,MIA,GB,DAL,DET,BAL,BUF,KC,PHI,TB,CIN,HOU,JAX,SEA,LA,LAC,IND,DEN,TEN,NO,MIN,LV,ATL,PIT,ARI,WAS,CLE,CHI,CAR,NYG,NYJ,NE
0.17546601339447865,0.14181882676220225,0.1347804934268481,0.12235052082020753,0.09978020420850009,0.08815150408053092,0.08621137844006324,0.08596134144878743,0.08481075532399202,0.07817093476808779,0.07586010282370295,0.07406922383622977,0.0551933026059427,0.054299559246791765,0.05072753056087475,0.0328493979963351,0.01601642863160324,0.01147414803094031,0.008974101639660528,0.006590982577154228,-0.009348303557676175,-0.025315656290850308,-0.03986868897008647,-0.04822371184362932,-0.05530200697681266,-0.0775144352226589,-0.08043018297849493,-0.10639206232688374,-0.13705778355878118,-0.14345411372309166,-0.16105241766166256,-0.18912638525503533
