BAL,SF,DAL,KC,BUF,MIA,DET,GB,NO,TB,CLE,LA,JAX,CIN,HOU,MIN,LV,PHI,SEA,PIT,CHI,LAC,IND,DEN,TEN,ATL,ARI,NYJ,NYG,CAR,NE,WAS
0.17928651983666122,0.15083233838907287,0.12833343489300283,0.11584754669272757,0.10832282876052259,0.08063362754910837,0.07717639783706434,0.05891960228230065,0.0393982146994068,0.030035000114184904,0.021335247514207803,0.019472612885908874,0.019032401572867598,0.013118704458237887,0.012093771324452926,0.0040710248845958474,0.0016728083354389522,-0.0049849538683281736,-0.013731733840220917,-0.01392924095139654,-0.017796823357961435,-0.019364187787013612,-0.037719503959580146,-0.050448881628586316,-0.05979700809593239,-0.0660875848426893,-0.0836613342034487,-0.09383463441742801,-0.1216743755886244,-0.12448851824431134,-0.12820935757492485,-0.14087795467932998
