Team,Spread
Vikings,-2.5
Rams,+2.5
Chargers,-3
Texans,+3
Steelers,+9.5
Ravens,-9.5
Broncos,+7.5
Bills,-7.5
Packers,+5.5
Eagles,-5.5
Commanders,+3
Buccaneers,-3
