Team,Spread
Buccaneers,2.5
Falcons,-2.5
Jets,2.5
Vikings,-2.5
Panthers,4.0
Bears,-4.0
Ravens,-2.5
Bengals,2.5
Bills,1.5
Texans,-1.5
Colts,3.5
Jaguars,-3.5
Dolphins,-2.0
Patriots,2.0
Browns,3.0
Commanders,-3.0
Raiders,3.0
Broncos,-3.0
Cardinals,7.0
49ers,-7.0
Packers,-3.0
Rams,3.0
Giants,7.0
Seahawks,-7.0
Cowboys,2.5
Steelers,-2.5
Saints,5.5
Chiefs,-5.5



