Team,Spread
Steelers,-3.5
Browns,+3.5
Lions,-7.0
Colts,+7.0
Chiefs,-11.0
Panthers,+11.0
Vikings,-3.0
Bears,+3.0
Cowboys,+10.5
Commanders,-10.5
Buccaneers,-6.0
Giants,+6.0
Patriots,+7.5
Dolphins,-7.5
Titans,+8.0
Texans,-8.0
Broncos,-5.5
Raiders,+5.5
Cardinals,-1.0
Seahawks,1.0
49ers,+6.0
Packers,-6.0
Eagles,-3.0
Rams,+3.0
Ravens,-3.0
Chargers,+3.0
