Team,Spread
Vikings,-3.0
Rams,3.0
Titans,12.5
Lions,-12.5
Ravens,-7.5
Browns,7.5
Packers,-3.5
Jaguars,3.5
Colts,4.5
Texans,-4.5
Cardinals,4.0
Dolphins,-4.0
Falcons,-1.5
Buccaneers,1.5
Jets,-7.0
Patriots,7.0
Eagles,2.5
Bengals,-2.5
Bills,-3.0
Seahawks,3.0
Saints,7.0
Chargers,-7.0
Bears,1.0
Commanders,-1.0
Chiefs,-8.5
Raiders,8.5
Panthers,11.0
Broncos,-11.0
Cowboys,5.0
49ers,-5.0
Giants,6.0
Steelers,-6.0


