Team,Spread
Commanders,-7.5
Saints,+7.5
Dolphins,+2.5
Texans,-2.5
Jets,-3.5
Jaguars,+3.5
Bengals,-6
Titans,+6
Ravens,-16.5
Giants,+16.5
Chiefs,-4.5
Browns,+4.5
Cowboys,+2.5
Panthers,-2.5
Steelers,+5.5
Eagles,-5.5
Bills,+2.5
Lions,-2.5
Colts,+4.5
Broncos,-4.5
Buccaneers,+3
Chargers,-3
Patriots,+6
Cardinals,-6
Packers,-2.5
Seahawks,+2.5
Bears,+7.0
Vikings,-7.0
Falcons,-6.0
Raiders,+6.0
Rams,+3
49ers,-3
