Team,Spread
Bills,2.5
Dolphins,-2.5
Raiders,8.5
Ravens,-8.5
Chargers,-5.0
Panthers,5.0
Saints,6.0
Cowboys,-6.0
Buccaneers,7.5
Lions,-7.5
Colts,-2.5
Packers,2.5
Browns,3
Jaguars,-3
49ers,-4.5
Vikings,4.5
Seahawks,-3.0
Patriots,3.0
Jets,-3.5
Titans,3.5
Giants,1.5
Commanders,-1.5
Rams,1.0
Cardinals,-1.0
Bengals,6
Chiefs,-6
Steelers,-2.5
Broncos,2.5
Bears,6.5
Texans,-6.5
Falcons,6.0
Eagles,-6.0
