Team,Spread
Patriots,6.5
Jets,-6.5
Chargers,2.5
Steelers,-2.5
Bears,2.0
Colts,-2.0
Texans,-1.5
Vikings,1.5
Giants,6.5
Browns,-6.5
Eagles,2.5
Saints,-2.5
Broncos,6.0
Buccaneers,-6.0
Packers,3.0
Titans,-3.0
Panthers,6.0
Raiders,-6.0
Dolphins,4.0
Seahawks,-4.0
Lions,-3.0
Cardinals,3.0
Ravens,-1.0
Cowboys,1.0
49ers,-6.5
Rams,6.5
Chiefs,-3.0
Falcons,3.0
Jaguars,5.5
Bills,-5.5
Commanders,7.5
Bengals,-7.5
