Team,Spread
Bears,+9.5
Lions,-9.5
Giants,+3.5
Cowboys,-3.5
Dolphins,+3.5
Packers,-3.5
Raiders,+13
Chiefs,-13
Titans,+6.0
Commanders,-6.0
Chargers,-1
Falcons,+1
Steelers,+3
Bengals,-3
Colts,-2.5
Patriots,+2.5
Texans,-3.5
Jaguars,+3.5
Cardinals,+3.5
Vikings,-3.5
Seahawks,1.0
Jets,-1
Buccaneers,-6.5
Panthers,+6.5
Rams,-2.5
Saints,+2.5
Eagles,+3
Ravens,-3
49ers,+6.5
Bills,-6.5
Browns,+6.0
Broncos,-6.0
