Team,Spread
49ers,-3.5
Seahawks,3.5
Jaguars,-1.5
Bears,1.5
Commanders,6.5
Ravens,-6.5
Cardinals,5.5
Packers,-5.5
Texans,-6.5
Patriots,6.5
Buccaneers,-3.5
Saints,3.5
Browns,8.5
Eagles,-8.5
Colts,2.5
Titans,-2.5
Chargers,-3.0
Broncos,3.0
Steelers,-3.0
Raiders,3.0
Falcons,-6.0
Panthers,6.0
Lions,-3.0
Cowboys,3.0
Bengals,-3.5
Giants,3.5
Bills,-1.5
Jets,1.5
