Team,Spread
Chiefs,-2
Steelers,+2
Ravens,-6.5
Texans,+6.5
Seahawks,-4.5
Bears,+4.5
Chargers,-6
Patriots,+6
Broncos,+3.5
Bengals,-3.5
Cardinals,+6.5
Rams,-6.5
Cowboys,+7.5
Eagles,-7.5
Titans,-1
Jaguars,+1
Raiders,-2
Saints,+2
Colts,-7.5
Giants,+7.5
Panthers,+9.5
Buccaneers,-9.5
Jets,+10
Bills,-10
Dolphins,-3
Browns,+3
Packers,-1
Vikings,+1
Falcons,+3.5
Commanders,-3.5
Lions,-4
49ers,+4
