QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
P.Mahomes,190.54947720222358,0.3010260303352663,0.14759835569498342
L.Jackson,164.45505672795355,0.23799574056143785,0.12065668138514567
D.Prescott,137.98184148618458,0.20441754294249567,0.10220877147124784
M.Stafford,67.58843798248846,0.20419467668425517,0.09968796162608917
D.Brees,70.06612315728891,0.15996831771070527,0.07186269041773222
D.Watson,98.22576434390521,0.13364049570599348,0.06922182124306217
R.Tannehill,75.9588060516084,0.17185250237920455,0.06553822782709957
R.Wilson,94.7725286271497,0.13018204481751333,0.0619833411557552
D.Carr,73.2258096844824,0.1282413479588133,0.05802362098611918
K.Cousins,73.10983784439061,0.12626914999031194,0.0543163728413006
A.Rodgers,67.04774232985744,0.09109747599165413,0.04505896661952785
P.Rivers,56.91355141665135,0.0890665906363871,0.044429001886535015
J.Garoppolo,55.92240392316669,0.0925867614621965,0.03832926930991548
J.Winston,50.777131127329525,0.06843279127672443,0.0360121497356947
D.Lock,10.817240968343633,0.060431513789629236,0.028391708578329743
T.Brady,27.146036093800973,0.03839609065601269,0.018580449071732355
J.Goff,25.32782090993815,0.036867279344888135,0.018380131284425363
J.Brissett,20.4046175773925,0.03835454431840696,0.01661613809233917
C.Wentz,19.584203397627945,0.027162556723478427,0.013188015755978414
M.Ryan,12.048714686658062,0.01697002068543389,0.009079664420993264
R.Fitzpatrick,4.533660814934711,0.007506060951878661,0.0035754422830715387
T.Bridgewater,2.5587593597275387,0.010751089746754363,0.003443821480117818
G.Minshew II,0.9660501640912692,0.0027680520461067885,0.0014637123698352564
J.Driskel,-1.9488089059830305,-0.013920063614164504,-0.007217810762900113
K.Murray,-10.895872741358236,-0.01581403881184069,-0.008330177936818223
S.Darnold,-16.350774206817395,-0.031872854204322405,-0.015691721887540686
C.Keenum,-11.62562914106428,-0.04227501505841556,-0.01573156852647399
M.Mariota,-12.011588435420348,-0.05692695940957511,-0.016682761715861597
B.Mayfield,-26.43272940423358,-0.04347488388854207,-0.02049048791025859
E.Manning,-7.121531331675438,-0.04565084186971435,-0.022394752615331567
G.Minshew,-11.723800121525967,-0.05075238147846739,-0.023877393322863476
J.Allen,-27.959967799075624,-0.04957441099126884,-0.024041244883126076
D.Jones,-30.16835069601656,-0.05505173484674555,-0.02808971200746421
K.Allen,-38.73991115306216,-0.06749113441300028,-0.032283259294218464
A.Dalton,-36.26783249208782,-0.060145659190858736,-0.03232427138332248
J.Flacco,-21.708882887224654,-0.07188371816961805,-0.03339828136496101
M.Trubisky,-43.20931717056952,-0.07153860458703563,-0.03481814437596255
M.Rudolph,-36.664117574350776,-0.1142184348110616,-0.04623470059817248
D.Hodges,-38.18102234901648,-0.19480113443375754,-0.06321361316062331
N.Foles,-21.94309365531053,-0.1625414344837817,-0.06530682635509086
D.Haskins,-53.12912091022347,-0.20434277273162874,-0.08136159404322124
D.Blough,-53.34800247649522,-0.27218368610456745,-0.13437783999117184
J.Rosen,-56.34511675688169,-0.4401962246631382,-0.14559461694284673
