ARI,CIN,SEA,NO,NE,WAS,NYG,CAR,KC,PIT,LAC,NYJ,GB,LV,MIN,ATL,BUF,DET,CHI,BAL,PHI,DEN,JAX,IND,TB,MIA,CLE,HOU,TEN,DAL,SF,LA
0.10786175689905567,0.09889873772746582,0.09774712391154944,0.052370338210574734,0.05070519318829089,0.03308819451705672,0.032086447167688416,0.03171295719724562,0.0190794851426263,0.01385654733233694,0.01186763408760718,0.010001340979579236,0.009097987759320234,-0.006795237958190014,-0.00833587066975662,-0.008632715718350482,-0.015740606314890472,-0.019928869020746986,-0.02527061283298738,-0.02939469555194932,-0.03599522163939986,-0.051360606370998915,-0.053350455655287676,-0.05368431315448998,-0.05669737151259282,-0.07165169779369794,-0.08265281820396803,-0.09775196402779321,-0.09792208726358652,-0.10534666119605571,-0.15258313173030974,-0.17871635048628418
