DEN,ARI,NYJ,SEA,PIT,LA,NE,BAL,WAS,MIN,CAR,KC,HOU,ATL,NO,TB,DET,LV,JAX,TEN,IND,CIN,SF,GB,CLE,NYG,CHI,MIA,DAL,LAC,PHI,BUF
-0.0005117764626064447,-0.002401614095743687,-0.005944762658898262,-0.018683785326551405,-0.0369974333964207,-0.04190477294123213,-0.05269729507805446,-0.05674463849438666,-0.06355828430490656,-0.07073272398982543,-0.07154250212256487,-0.07278868784496334,-0.0857059206674521,-0.08807717798298695,-0.08913774852825182,-0.09339049574891382,-0.09421722165150762,-0.10213029316898636,-0.10677662584799683,-0.10914216583640518,-0.11333704545440638,-0.1148361307854322,-0.11729521655840336,-0.1179190995405645,-0.12609303505329927,-0.12702966041484826,-0.12825978505630511,-0.13329530439434384,-0.14528772344531168,-0.14757068286179703,-0.16868401656046922,-0.190431566067998
