ARI,SEA,CIN,NE,NO,CAR,KC,PIT,BUF,GB,NYG,MIN,NYJ,LV,WAS,CHI,LAC,DET,PHI,BAL,ATL,TB,MIA,DEN,JAX,CLE,DAL,IND,HOU,TEN,SF,LA
0.10864434134445736,0.09774772271140394,0.08265746176669547,0.07816089796038259,0.0757842429321921,0.07446188531067058,0.0702816290404707,0.058615518546172043,0.055979503711596115,0.04848206664380397,0.04407612223370946,0.039267866198181185,0.036717333164316794,0.024996840698993557,0.020119691166650414,0.018650918492617113,0.012957795609322142,0.00985219298436383,0.007392905998943537,0.0009820951785644572,0.0005604132933784874,-0.0054013851286394444,-0.01996702645455864,-0.023497472569424332,-0.025318723121641202,-0.02628639870970967,-0.02726024763261581,-0.02994460567192757,-0.0461739616231477,-0.049128449429586524,-0.06419646551723011,-0.11107824521154615
