BUF,KC,CAR,MIN,PIT,DAL,GB,SEA,SF,CHI,NE,ARI,NO,TB,PHI,NYJ,CLE,LV,CIN,MIA,HOU,NYG,TEN,DET,BAL,DEN,LA,ATL,JAX,IND,WAS,LAC
0.21291237389818712,0.19000460813680772,0.18676893897255356,0.15413914268100626,0.15182966836304873,0.1451735952431701,0.1369089805042825,0.1287634851355751,0.12739638319617635,0.12297174570353889,0.11682521797075214,0.11576739288282503,0.11259395985559165,0.11107387564562603,0.10405941389684381,0.10024267751591862,0.09716410574483506,0.0818486794987841,0.08156618316866028,0.0794824666773029,0.06793509878015094,0.055292154253342565,0.05528376686934089,0.05223047477896263,0.05028650593796016,0.04193947309402604,0.039383928365728293,0.013908858945990532,0.006540735232688916,0.004008737259409756,-0.005540259339954112,-0.011739926984456889
