Player,POS,GP,Total EPA,EPA per Game,EPA per Play,Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
Devon Achane,RB,4,28.871443838931164,7.217860959732791,0.5892131395700237,0.0,0.0,0.0,24.66262566544193,0.6490164648800508,4.2088181734892345,0.46764646372102603,0.38261983395356675
Christian McCaffrey,RB,8,14.210576470432908,1.7763220588041135,0.08166997971513165,0.0,0.0,0.0,-5.7945488156306935,-0.04229597675642842,20.005125286063603,0.6251601651894876,0.5406790617855027
Raheem Mostert,RB,8,11.600879510593348,1.4501099388241685,0.09667399592161123,0.0,0.0,0.0,8.898701604310851,0.09173919179701909,2.702177906282497,0.14221988980434194,0.11748599592532595
Aaron Jones,RB,4,9.219228821542394,2.3048072053855986,0.20487175158983098,0.0,0.0,0.0,2.6157905547018583,0.09019967430006408,6.603438266840536,0.6603438266840536,0.4127148916775335
Jaleel McLaughlin,RB,8,9.04430538362441,1.1305381729530513,0.17392894968508482,0.0,0.0,0.0,7.969229964307646,0.20971657800809593,1.0750754193167649,0.08958961827639707,0.07679110137976893
Gus Edwards,RB,8,8.81282013618042,1.1016025170225525,0.07868589407303947,0.0,0.0,0.0,2.9251241374139156,0.027858325118227768,5.887695998766505,0.9812826664610842,0.841099428395215
Kareem Hunt,RB,5,8.047381891074448,1.6094763782148895,0.14902559057545273,0.0,0.0,0.0,3.7370916245647767,0.08124112227314732,4.310290266509671,0.7183817110849452,0.5387862833137089
James Cook,RB,8,7.479040518576596,0.9348800648220745,0.060314842891746746,0.0,0.0,0.0,0.622901483128588,0.0061068772855743915,6.856139035448009,0.3808966130804449,0.31164268342945495
Nick Chubb,RB,2,5.973753776227288,2.986876888113644,0.18667980550710275,0.0,0.0,0.0,5.1235290076393065,0.18298317884426094,0.8502247685879819,0.21255619214699548,0.21255619214699548
Kenneth Walker,RB,7,5.9360585526475145,0.8480083646639306,0.04397080409368529,0.0,0.0,0.0,3.7455065631821207,0.03201287660839419,2.1905519894653933,0.1564679992475281,0.12169733274807741
Tyjae Spears,RB,7,5.828194332935227,0.8325991904193181,0.1004861091885384,0.0,0.0,0.0,4.794704807647239,0.1410207296366835,1.0334895252879877,0.05741608473822154,0.04306206355366615
D'Andre Swift,RB,8,5.65313467249641,0.7066418340620513,0.0376875644833094,0.0,0.0,0.0,14.282487782683244,0.12207254515113884,-8.629353110186834,-0.30819118250667266,-0.2614955487935404
