QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
J.Allen,8,101.77626201361673,0.33925420671205575,0.15877731983403545
P.Mahomes,8,85.47939975871793,0.2722273877666176,0.1319126539486388
T.Tagovailoa,8,72.89382676012588,0.2548735201403003,0.11461293515743062
B.Purdy,8,70.48248159683881,0.2961448806589866,0.11277197055494209
J.Hurts,8,72.92392894737519,0.2422721891939375,0.10599408277234766
J.Herbert,7,58.94075217666783,0.21992817976368592,0.1010990603373376
K.Cousins,8,52.26944818633139,0.15935807373881522,0.08257416775091847
D.Prescott,7,36.81352065063861,0.15467865819596055,0.06424698193828728
A.Richardson,4,16.677693692421535,0.17933003970345737,0.052445577649124324
C.Stroud,7,25.472667294818766,0.10068247942616113,0.04453263513080204
B.Mayfield,7,22.2913943852264,0.08573613225087078,0.03980606140219
L.Jackson,8,25.947397522211464,0.10505019239761726,0.0397356776756684
J.Goff,8,25.966389203663745,0.08403362201832927,0.038018139390430084
M.Stafford,8,21.40988489217525,0.07160496619456605,0.032439219533598865
A.Dalton,2,6.223041266875505,0.10201706994877877,0.03175021054528319
R.Wilson,8,17.53698632046928,0.0674499473864203,0.0289389213209064
J.Love,7,9.814040021491772,0.03909976104179989,0.017941572251356074
S.Howell,8,5.9982914745608955,0.01708914950017349,0.008966056015786091
D.Carr,8,5.10523888456586,0.01690476451843,0.007180364113313445
G.Smith,7,1.9066876548747445,0.007944531895311436,0.0034921019320050266
T.Lawrence,8,2.314850534871298,0.007982243223694133,0.0034092055005468308
T.Taylor,6,-3.0880902322955395,-0.031835981776242674,-0.0031255974011088457
J.Burrow,7,-4.250126536279775,-0.015125005467187811,-0.00771347828725912
J.Fields,6,-5.261637282721027,-0.028137097768561645,-0.01114753661593438
A.O'Connell,2,-3.11737327306383,-0.0519562212177305,-0.018893171351902
G.Minshew,7,-12.221186765096977,-0.05657956835693045,-0.019553898824155164
D.Watson,4,-8.725797043764183,-0.0721140251550759,-0.02371140501022876
J.Garoppolo,6,-11.212734195553512,-0.06160842964589842,-0.025717280265030992
D.Ridder,8,-20.739871883517115,-0.07796944317111697,-0.03072573612372906
J.Dobbs,8,-36.73110601085423,-0.12798294777301128,-0.056078024444052264
T.Bagent,3,-13.946551563762064,-0.1660303757590722,-0.057393216311778045
M.Jones,8,-40.02246389185962,-0.14396569745273247,-0.06282961364499155
R.Tannehill,6,-28.64572372859433,-0.16184024705420524,-0.06351601713657279
B.Young,6,-38.56684222892641,-0.16341882300392546,-0.0760687223450225
K.Pickett,7,-41.159737397132766,-0.18880613484923287,-0.07693408859277152
P.Walker,3,-23.01194859842353,-0.22126873652330317,-0.08307562670911021
D.Jones,5,-44.32168542459765,-0.24623158569220918,-0.10783865066812082
Z.Wilson,7,-67.33499016305734,-0.27709872495085325,-0.1263320640957924
