SF,BAL,BUF,DAL,WAS,NE,PIT,IND,LV,TEN,TB,JAX,HOU,CAR,LA,DEN,MIN,NYJ,CIN,ATL,MIA,NO,KC,CHI,SEA,PHI,ARI,LAC,GB,DET,NYG,CLE
0.083220336886954,0.05747452928351932,0.04968738592179699,0.032519813727754934,0.027235753443646468,0.02561119117630324,0.018527789288158465,0.01709574545151589,0.01698848789921792,0.009186003566734616,-0.0040435553387433015,-0.009868113707878143,-0.013309404149969999,-0.015625552383147306,-0.024316119251669044,-0.031080550753336284,-0.03256010392218911,-0.03260176183362057,-0.033097062893154935,-0.033128071519368356,-0.03434617747994235,-0.03959081226297663,-0.05816045538681796,-0.06229403656260809,-0.08436213608483505,-0.08465985589277743,-0.09359287994455179,-0.11496430347990944,-0.1149675348073017,-0.1238745622328083,-0.13772187762938384,-0.16364678834222524
