SF,NE,NYJ,DAL,PHI,LAC,CLE,BUF,HOU,IND,CIN,DEN,GB,TB,NO,WAS,CAR,ARI,TEN,BAL,NYG,MIN,LV,MIA,DET,JAX,KC,SEA,CHI,LA,PIT,ATL
0.09826524110508264,0.09610071004577184,0.09170515284761671,0.05579192037583077,0.048905815796739784,0.037866372047381795,0.03303504644520806,0.024395578663056285,0.017358637834868886,0.014646509716626895,0.011519088180212765,0.008138338976802582,0.007160768731704941,0.006019957167884057,-0.005478326070305288,-0.01782706518548062,-0.020749486388126633,-0.026853997290142193,-0.027855851196413303,-0.02865496455093162,-0.03192963522981603,-0.040986191510843734,-0.041162369233938755,-0.04838193884224856,-0.04860310417435722,-0.05029879968163539,-0.05480335133499942,-0.06640919238365278,-0.06920746904491744,-0.07013699323808796,-0.07059883052783117,-0.09120638432894376
