SF,BUF,DAL,PHI,KC,CIN,BAL,JAX,NE,MIA,LV,NYJ,CLE,DET,GB,MIN,NYG,WAS,SEA,TB,LAC,CAR,NO,PIT,ATL,TEN,CHI,DEN,HOU,IND,ARI,LA
0.15057790689466782,0.1405765521992424,0.10913061915789729,0.10667641409073639,0.10283635141754167,0.08397340188064414,0.046463837444557385,0.03361754234279287,0.02716940735484919,0.020881960626966303,0.010730106144800789,0.008402557790054416,0.0007161921380324614,-0.0036078302825645614,-0.015989923100069504,-0.020171520127665384,-0.021117812223333393,-0.02132840682835218,-0.023399104515181422,-0.027213359561646264,-0.029327023217626633,-0.03065256814265705,-0.031230681192715576,-0.03707408478923665,-0.041326317606445756,-0.05058014263162609,-0.05499444552618805,-0.07647224913073612,-0.08297568015483012,-0.08444388073656522,-0.08538968594696977,-0.09496457465785149
