PHI,BAL,CHI,CLE,ATL,NYG,KC,CAR,BUF,PIT,GB,LV,DAL,LAC,SEA,ARI,CIN,JAX,NYJ,MIA,SF,NE,WAS,LA,TEN,DEN,NO,DET,MIN,HOU,IND,TB
0.16167820443858383,0.12757058193155024,0.11902309660538393,0.1189416864845169,0.11069651328007138,0.10888208938994537,0.1083480514066974,0.08858654591381962,0.08539140790736452,0.07694073714955688,0.0727449414031614,0.06635596867572098,0.06127155489343672,0.04600322241678931,0.042438390735564296,0.03889492164060517,0.02296349386358229,0.02060026618206011,0.020572645823080972,0.0095384078483111,0.008961132518396552,-0.00020104241982747684,-0.007506891139226181,-0.010331359044590191,-0.024777975761199375,-0.03015813285171974,-0.0448417613762003,-0.06644531993339593,-0.06962767204994985,-0.09802688995310119,-0.1173495586278854,-0.15442312397899086
