SF,NE,NYJ,DAL,BUF,IND,HOU,PHI,TB,CIN,WAS,BAL,DEN,LAC,NO,CAR,TEN,LV,CLE,GB,JAX,PIT,MIN,MIA,ARI,LA,KC,CHI,NYG,ATL,SEA,DET
0.09296056355558813,0.07627768134456372,0.053314182866519025,0.05216628594952449,0.03596040773238334,0.01848685808263253,0.009718464406334414,0.009312746788831726,0.00407171343741098,0.0012525063051479698,0.0005594193323253602,-0.0003927247614119306,-0.0032652434318656935,-0.012333237354602542,-0.012471427563365587,-0.015100983444633159,-0.019919372504641635,-0.020407131619936084,-0.030589106149052376,-0.03406997696493565,-0.035314548486617144,-0.036415417206930416,-0.037506163867554496,-0.042934651192219994,-0.04641863256807502,-0.05366050924593985,-0.05687779169174055,-0.06169554356515705,-0.06387088696648878,-0.06468227012705978,-0.06684611543667227,-0.07006487444978404
