KC,DET,BUF,CIN,JAX,SF,MIA,PHI,DAL,MIN,SEA,LV,TB,NYG,BAL,NO,GB,CLE,WAS,ATL,TEN,PIT,LAC,LA,NE,CAR,ARI,NYJ,CHI,HOU,DEN,IND
0.1834831208290529,0.13858631132057517,0.11901505468355547,0.11167779557381755,0.09792858386524751,0.09526853388102931,0.09003802431127675,0.06578983524277507,0.05897319003182337,0.05037917950018426,0.043849536981391594,0.01815717154592077,0.011125800364078883,0.01076609906586854,0.00027283264797905646,0.00025630566047554846,-0.00529443715427993,-0.013172261977164805,-0.025144834506628043,-0.02725013506855553,-0.028561132992772686,-0.036030094800416884,-0.04193916942918967,-0.053381792562710216,-0.06889230534561823,-0.06984471727255252,-0.07036727715829595,-0.07068633553603981,-0.07700665919112054,-0.08665570171639041,-0.09018978702616569,-0.09424444697736478
