BAL,CLE,SF,NYJ,NO,DAL,LV,KC,BUF,JAX,NYG,PIT,MIN,TB,MIA,PHI,IND,LA,CAR,CIN,CHI,ATL,SEA,DET,LAC,NE,DEN,GB,HOU,ARI,TEN,WAS
0.13186728232233833,0.11820539892857002,0.07585786685089137,0.07511351193481361,0.07017798159425158,0.04968033884173595,0.04639392384645258,0.04316824116731599,0.020028419348728507,0.00872056945468532,-0.0028285496542981604,-0.00349762062202303,-0.008437813054673893,-0.01220306248588285,-0.022887639447482226,-0.022997069921049253,-0.026062523001813144,-0.028745666148758713,-0.03961286010354802,-0.04513240171723096,-0.04798881839989122,-0.048639806175131986,-0.04865153805739374,-0.0594195305692857,-0.06211961168411121,-0.06421969953559294,-0.06822633430674448,-0.08295940492741222,-0.1004611631397345,-0.10280587811573534,-0.12615443447569602,-0.16276301234169288
