SF,MIA,DAL,PHI,BUF,TB,GB,DET,BAL,JAX,CIN,SEA,KC,LAC,HOU,LA,TEN,MIN,DEN,IND,NO,ATL,LV,ARI,WAS,CLE,PIT,CAR,CHI,NYG,NYJ,NE
0.20652852970443225,0.17625020882933468,0.15988836539525383,0.1260698596482886,0.10562624174959398,0.0911292513356931,0.08852226070937419,0.08565269734901002,0.07950059797507027,0.07418539081475703,0.06353475027458252,0.060197611999292716,0.05655182971190089,0.056424822063171155,0.050836100002879255,0.04487675117472975,0.03337423640710611,0.02561823944273163,0.004868333155272922,0.00028011084296335545,-0.021222963019156882,-0.02621276854530406,-0.04574774518092481,-0.05955139372971863,-0.059626962322775964,-0.0692139241740043,-0.07021674474006664,-0.09842986717259294,-0.10842870157593838,-0.14546210902295117,-0.14936667739185758,-0.16241749872764477
