SF,BAL,DAL,BUF,MIA,KC,PHI,CLE,DET,TB,JAX,LA,MIN,NO,CIN,SEA,GB,LV,LAC,CHI,HOU,ATL,IND,DEN,TEN,PIT,NYJ,ARI,CAR,NE,WAS,NYG
0.21541469015229037,0.17364557906692446,0.16501941495845457,0.11565553396823161,0.10999947601065055,0.06600498882012178,0.06496145279024094,0.0529979131685432,0.046943494257320285,0.03098367981346073,0.027684552606626667,0.02249716877358078,0.01971015003116615,-0.0017765887867459973,-0.00553179811043053,-0.013061140720758493,-0.01673676501766362,-0.022612822036237393,-0.022723966098222213,-0.031742831505862004,-0.04132721950777708,-0.0443986950206602,-0.044858859023280614,-0.045484326468971326,-0.04969523783525012,-0.0636441554043246,-0.07922027915944398,-0.09268063234796946,-0.10942883098183442,-0.12577149624071543,-0.1439739341227382,-0.15404516237750251
