PHI,NYJ,NE,SF,DAL,CIN,GB,LAC,NO,HOU,BUF,WAS,CLE,BAL,DEN,IND,CAR,ARI,KC,LA,TB,DET,MIA,JAX,NYG,TEN,LV,SEA,MIN,PIT,ATL,CHI
0.09752693636581483,0.09365095017804373,0.07533131019396884,0.07143400844139074,0.046443442831773575,0.04504130850885266,0.03239202092672306,0.03211120429530768,0.0275991664878629,0.02020145519157844,0.012048723088322125,0.0017455212857571973,0.0015235961076062385,-0.005484952679215864,-0.009576840566678048,-0.011450505111743203,-0.014760520257312743,-0.02116005146344334,-0.025446987401848052,-0.02919029442865523,-0.034857651421331744,-0.03606210166376806,-0.03611398853938107,-0.0367905822554506,-0.03992846914586984,-0.041376094110028225,-0.04901891770217725,-0.05107075830985912,-0.06314320296763082,-0.07538275054463185,-0.0828170980354728,-0.08891167434767205
