KC,BUF,PHI,CIN,SF,NYG,DET,JAX,DAL,MIA,SEA,CLE,BAL,LV,ATL,PIT,GB,MIN,LAC,CHI,CAR,TB,TEN,NO,WAS,LA,NE,ARI,DEN,NYJ,HOU,IND
0.15986769134140502,0.10118867707203812,0.09062987442768053,0.08165496266734104,0.07896772832920648,0.07062010970673921,0.06712368816593506,0.06322858976199477,0.058297714748683116,0.05382562948029183,0.04806133699678458,0.037723274728794574,0.03600153858644152,0.027347473006574086,0.02691893274818729,0.019519356270463334,0.01680836994344114,0.011554537009209326,0.009723680115299584,-0.010854902648294952,-0.012652532924703554,-0.01944710119715779,-0.024813070645501437,-0.025777749739578956,-0.026445917007946945,-0.03991644646639658,-0.04138157262159978,-0.048954942563614906,-0.0548477478183663,-0.06389171061689455,-0.10316474604288836,-0.10965498981187438
