PHI,SF,KC,BUF,CIN,DAL,BAL,JAX,MIA,NE,DET,GB,SEA,WAS,NYG,CLE,NO,NYJ,LV,LAC,PIT,CAR,TB,MIN,ATL,TEN,DEN,LA,ARI,CHI,HOU,IND
0.14165613103661517,0.13832229653434752,0.12343817592510128,0.12158990493759175,0.11948204598557477,0.09874584471438991,0.04599987276487262,0.038504943660272274,0.02608029720469707,0.025074693913114676,0.009105160761535183,-0.0012429183435268207,-0.001981756530901463,-0.0020121035664525423,-0.0030592467695986086,-0.005852530655446407,-0.010017455656755332,-0.010837184653962467,-0.011349056192189802,-0.016517286197412166,-0.0189950778778213,-0.029307702193293535,-0.035954448579735815,-0.039282890839373745,-0.040165640563822845,-0.04098670902258435,-0.059616693525070374,-0.06870872829226414,-0.08004287418664269,-0.09269255772026347,-0.10705422588577387,-0.10909453972994418
