KC,DET,SF,BUF,CIN,JAX,MIA,DAL,PHI,MIN,SEA,NYG,LV,TB,BAL,GB,LAC,PIT,ATL,CLE,NO,TEN,WAS,NE,CAR,DEN,LA,ARI,NYJ,HOU,CHI,IND
0.19008155709030694,0.13552997344144835,0.13394796658107397,0.11424058465884823,0.0970847258601589,0.08491456738271161,0.07543208425339291,0.06947578068817209,0.05509356918819436,0.04781589355016469,0.0467619168689196,0.03439841174073378,0.023390849610846618,0.016855640015886526,0.0007871623046790191,-0.0036825077415918415,-0.00451343027919913,-0.005052862425542395,-0.005371455178852649,-0.008052181316199603,-0.009225186808581778,-0.02265138890409102,-0.0259877083274347,-0.05595497319382427,-0.05645607046623127,-0.06556572573577961,-0.07023049360193853,-0.08353184063323509,-0.08892041033687315,-0.09636413346061858,-0.11041017782287964,-0.11260878883208056
