HOU,MIN,SEA,CLE,PHI,JAX,NE,DEN,LA,LAC,BUF,CHI,NYG,ATL,DET,SF,NO,PIT,CAR,KC,TB,IND,BAL,LV,ARI,MIA,TEN,GB,WAS,CIN,NYJ,DAL
0.22780515834727638,0.19278158143751328,0.18616725071906656,0.1450328552237164,0.12297796013521084,0.11112071450014854,0.10612070703545443,0.1004384526302125,0.09626684693342383,0.09308810155617804,0.053144185611784314,0.04984862899017415,0.04786783341308879,0.043065840292639795,0.03878996468254347,0.03146062451144823,0.025629831602848926,0.02105608734898136,0.01419178694317201,0.007098785637830056,0.007059248376240182,0.0022510975700025387,-0.0043483471314375854,-0.00691319591690763,-0.031926309033506794,-0.04599714782530698,-0.047028177041168184,-0.05349839310624578,-0.05766846863850032,-0.06427968423419854,-0.11406553962496574,-0.12022314473301988
