LA,GB,SEA,BUF,NE,IND,DAL,SF,DET,JAX,CHI,KC,DEN,WAS,PIT,CIN,HOU,BAL,NYG,ARI,MIA,CAR,PHI,TB,LAC,ATL,NYJ,TEN,MIN,NO,LV,CLE
0.11048829525338189,0.10670283587710723,0.1023681524560364,0.09860088775206648,0.08576675246123669,0.07856487264956234,0.07716669510066324,0.07090122496371795,0.05732224668083333,0.017129482818496675,-0.011688011141242446,-0.01802857400604868,-0.018434680807481278,-0.02708859542723785,-0.027800955573929743,-0.03816067920035761,-0.04813283457558531,-0.04840842948718184,-0.05398502340017278,-0.054768777950124733,-0.05725005281003489,-0.06592620457786388,-0.06614663890258521,-0.07362652382264853,-0.07470764885818185,-0.07969041281915404,-0.0951722861723404,-0.13881131597594865,-0.1784374653893761,-0.17866219089646518,-0.18793885027323448,-0.30506629013815756
