BUF,IND,LA,GB,SEA,DAL,NE,SF,DET,JAX,CHI,KC,BAL,PIT,CIN,WAS,DEN,NYG,TB,CAR,ARI,MIA,LAC,HOU,ATL,PHI,NYJ,TEN,MIN,NO,LV,CLE
0.10643955245792992,0.10209989518597333,0.09043176488256925,0.0656195453888998,0.06299159315689999,0.05992554567754991,0.04640338013513278,0.04306297156330813,0.03649291179359795,0.027898606809155103,0.02237180719716563,0.014674864795787071,0.014547741217920119,0.0015348679393439868,0.00023181063485672865,-0.0015066302835902538,-0.0021770871775711187,-0.006470381688170854,-0.028379843431128718,-0.030218871583685372,-0.031759218838988884,-0.03313376219192638,-0.036499415464537215,-0.03698409727678123,-0.04186377708207005,-0.04440250240789857,-0.07433449435438202,-0.08582170484722443,-0.11631895987966205,-0.14515681344092748,-0.18136203750131258,-0.21177752204638584
