IND,BUF,BAL,CHI,NYG,KC,CIN,PIT,TB,WAS,LA,JAX,CAR,LAC,ATL,TEN,DEN,SEA,MIA,DAL,GB,MIN,ARI,PHI,SF,DET,NE,HOU,CLE,NYJ,NO,LV
0.143862770986241,0.12901628462431186,0.1216026527860668,0.0869287241258808,0.08087389972885203,0.07342383415484917,0.07010192876903344,0.0563144084480577,0.05324237775047841,0.04854138031205279,0.047177056674874845,0.047104794353079946,0.03742529241544174,0.03437185231557982,0.02713582651278923,0.022149905807367476,0.01891867076310699,0.015191446771216192,0.011114502545566476,0.009288859314054834,0.005858040523474474,0.005397992125715352,0.001196107390689094,-0.0016492716357622283,-0.00375646921646932,-0.013652300005426748,-0.014463705958784975,-0.01805090105979021,-0.020763735859335525,-0.03605214928999375,-0.08586863099849174,-0.1874156598470323
