SEA,LA,HOU,NE,JAX,IND,BUF,DET,DEN,SF,GB,CHI,PHI,LAC,MIN,BAL,KC,PIT,TB,CAR,NYG,ATL,DAL,ARI,WAS,CIN,MIA,NO,CLE,TEN,NYJ,LV
0.21917022792924595,0.15410700770566876,0.1269103572891456,0.11503615171345302,0.09770650522166913,0.09571264398256385,0.09292832080646701,0.06160517259641682,0.055924192505441964,0.043143146600182834,0.035909922542169424,0.03561097358406746,0.03343793111864447,0.028790132438961717,0.021965201985764946,0.01822311962382297,0.013285960509591018,0.005662668579158255,-0.026182052803789244,-0.04054839720821923,-0.0437909066081852,-0.044683500376789295,-0.06472631327678188,-0.06580963920094973,-0.070023120958047,-0.07369389050879999,-0.08085159085845603,-0.10665853008968232,-0.10875159582855701,-0.13299755922245682,-0.15731431625738365,-0.1746848978366462
