LV,JAX,SF,TEN,GB,LA,LAC,IND,NE,MIA,PHI,ARI,PIT,TB,NYJ,CHI,DEN,KC,SEA,NYG,ATL,NO,CLE,DET,BAL,MIN,BUF,WAS,CAR,CIN,DAL
0.10346639590642463,0.08826073138719373,0.05831648285029023,0.05263707167534016,0.049338496702506965,0.04529713752382124,0.038760050572591076,0.007372287442972025,0.00548906805899517,0.0031341201069904692,-0.0060977163605357015,-0.012195587915896304,-0.012616598384646072,-0.020890983673864258,-0.03532955270294008,-0.04033049990013277,-0.04480492922479909,-0.046465158504603504,-0.04868648691106776,-0.050177059353393845,-0.05162107641620285,-0.05436841965191569,-0.07377199407031346,-0.08295352357523973,-0.08333541299254417,-0.09486798304045371,-0.10852735396565036,-0.12897107528461985,-0.13292005582640776,-0.13597061109798275,-0.17100354824503655
