KC,SF,JAX,LA,PIT,MIN,NYJ,TB,SEA,WAS,IND,LV,CIN,NYG,LAC,PHI,CLE,DAL,DEN,MIA,ATL,CHI,BUF,DET,BAL,GB,TEN,NE,ARI,NO,CAR
0.20739904633458883,0.17304745456506043,0.17199341175700492,0.15430807333140137,0.13275131869658957,0.11738112761378079,0.11466529868078983,0.11122181488532994,0.09999009136477742,0.09978499486130375,0.09931698038304859,0.0921397440937819,0.08037885636934672,0.0802858026234305,0.0744848217805503,0.07234839993633453,0.06995534269598253,0.06877061522162196,0.06835354134145384,0.06643833368870661,0.06401332061921287,0.06340194038232366,0.05946205991378513,0.05464454185761883,0.04185512523126547,0.040607370024926176,0.0350126148866817,0.03067367031929502,0.021847432073771766,0.010054381294417436,-0.05520618972343
