LA,PHI,PIT,JAX,SF,GB,CHI,NE,LV,TB,MIA,LAC,BAL,DEN,NYG,KC,NYJ,CLE,SEA,CIN,WAS,IND,ATL,TEN,ARI,NO,DAL,MIN,CAR,DET,BUF
0.1654751887462803,0.11987399895455192,0.10670022361637847,0.09340065795169919,0.091265805551649,0.08828669763372418,0.08310616995086159,0.08159463284567048,0.06814174250010617,0.04677738461239704,0.04348229719684416,0.0383055951567253,0.0292792583668003,0.0018729132587137435,-0.0013232106727540773,-0.0022658214806086027,-0.014810264046168135,-0.01605556664079523,-0.027308686696575275,-0.0392349578771526,-0.04053353282386084,-0.04539209382151378,-0.05960814233848086,-0.05964474430716418,-0.06467242096320974,-0.06788877884617253,-0.08400720415164716,-0.09059324683101108,-0.10577808545631548,-0.10868129843288865,-0.11664068640138509
