TB,PHI,NE,GB,HOU,CAR,NO,ATL,LA,DEN,DAL,LV,IND,BAL,CLE,WAS,NYG,MIA,LAC,PIT,JAX,TEN,KC,BUF,NYJ,CHI,SEA,SF,DET,ARI,MIN,CIN
0.2519144247933926,0.1813260055608149,0.12521219560165775,0.11680609061781706,0.1114015126691505,0.10742945687952221,0.086746139562142,0.07782004490361089,0.07583934887345141,0.07132886686693433,0.06311791952307744,0.06165722319502369,0.03293954662604219,0.032475789336827154,0.03129821791170933,0.02673653312168541,0.021485904746044317,0.018952449199170596,0.018668948606293263,0.008484353440951484,0.00368740086321849,0.0022953207059601133,-0.0054612022814719136,-0.00676206969176231,-0.008764545917074824,-0.030018474232384032,-0.041166283471256726,-0.04403524958698489,-0.05072108184905187,-0.07730748476743393,-0.13692416791408007,-0.1444903845371025
