MIN,KC,LV,SF,JAX,DEN,LAC,ATL,CIN,MIA,NYJ,WAS,SEA,TEN,PIT,BAL,CLE,GB,PHI,NE,ARI,NO,TB,IND,DET,BUF,DAL,NYG,CHI,LA,CAR,HOU
0.2624685034404187,0.21835327870866397,0.18078932387486182,0.14692769894938418,0.13901572969981701,0.12888556896805148,0.1265504771605788,0.12049335910454329,0.11675335168816824,0.10790774605399849,0.07573824567093443,0.07132918897172214,0.06328053907982814,0.05994148838801249,0.056026959005978455,0.05191118433030323,0.048355240077363665,0.04485409390403164,0.04357431350537198,0.03928864268380834,0.028740699897192898,0.02848553131439959,0.020594213564598327,0.011315124578748156,-0.010336125868600776,-0.025772891533493617,-0.029101110118266577,-0.04407631102402684,-0.053490505506493216,-0.07158783051008404,-0.0848029969796634,-0.1301679881702597
