PHI,LV,NO,TEN,DAL,CAR,CHI,MIN,DEN,PIT,MIA,LA,SF,HOU,TB,BAL,DET,ATL,NYG,ARI,BUF,CIN,SEA,CLE,WAS,GB,IND,LAC,KC,JAX,NE,NYJ
0.13637444210097188,0.022993620631084663,0.019852264328241075,0.0062537710334310825,0.0052088848064011095,0.002134262949197302,-0.010906060427684994,-0.01132901189080407,-0.01835287201663576,-0.020217163598394233,-0.028276670529869305,-0.033189241730555326,-0.035847844756847894,-0.03608420807972576,-0.03829823541327575,-0.039626840738221925,-0.04833784944603865,-0.051870418682737174,-0.05656341835328761,-0.06296627260943337,-0.07651933082720448,-0.08059527882728984,-0.08137229412457196,-0.10164561705344341,-0.10961297166930198,-0.1147218000530224,-0.11700230392346085,-0.1292261771864726,-0.14301487328116777,-0.14421462295737714,-0.16528776243393867,-0.16922583467700908
