TB,PHI,LV,ATL,KC,DEN,NO,MIA,NE,GB,PIT,NYG,NYJ,TEN,CLE,IND,LAC,SEA,SF,BUF,JAX,CAR,LA,BAL,MIN,WAS,CHI,DAL,HOU,ARI,DET,CIN
0.1529179625767238,0.1516626343931891,0.1390840901695362,0.09466218702869805,0.0800944254997005,0.05824956651257408,0.058125437294657925,0.05512890940545731,0.049470358765059605,0.03834428791681667,0.03667337717107163,0.035362063973153265,0.03306651216078077,0.028335683990601664,0.017802782997887658,-0.0028946310874072272,-0.009911151334706922,-0.011523151401047302,-0.012997395069305522,-0.015183209596623667,-0.017694425805255015,-0.0341271363169154,-0.039110990240127666,-0.042938420199888264,-0.05953213958871014,-0.06285556172621272,-0.06900074888744312,-0.10777249786325549,-0.10938617609688436,-0.1156594146468658,-0.12042251796905898,-0.14726032595813665
