LA,SEA,ARI,ATL,BAL,BUF,CAR,CHI,CIN,CLE,DAL,DEN,DET,GB,HOU,IND,JAX,KC,LAC,MIA,MIN,NE,NO,NYG,NYJ,PHI,PIT,TB,TEN,WAS,SF,LV
0.2179451919721468,-0.0028964399948095965,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.00855581807448641,-0.014215196154163223,-0.2350568281211196
