LA,SEA,ARI,ATL,BAL,BUF,CAR,CHI,CIN,CLE,DAL,DEN,DET,GB,HOU,IND,JAX,KC,LAC,MIA,MIN,NE,NO,NYG,NYJ,PHI,PIT,TB,TEN,WAS,SF,LV
0.31612337191809825,0.0351635430173869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0351635430173869,-0.31612337191809825
