LA,SF,HOU,ARI,MIN,NE,ATL,BAL,BUF,CAR,CHI,CIN,CLE,DAL,DEN,DET,GB,IND,JAX,KC,LAC,MIA,NO,NYG,NYJ,PHI,PIT,TB,TEN,WAS,SEA,LV
0.2638777156976506,0.008896815146912818,-0.06988720595443751,-0.06988720595443752,-0.06988720595443752,-0.06988720595443752,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.06988720595443754,-0.14867122705578792,-0.4036521276065257
