LA,SEA,GB,ATL,ARI,BAL,CAR,CHI,CIN,CLE,DAL,DEN,DET,HOU,IND,JAX,KC,LAC,MIA,MIN,NE,NO,NYG,NYJ,PHI,PIT,TB,TEN,WAS,BUF,SF,LV
0.3755921204472833,0.2553506261886326,0.11099449421543775,0.11099449421543774,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543772,0.11099449421543771,-0.033361637757757134,-0.15360313201640785
