Player,POS,TM,GP,Total EPA,EPA per Game,EPA per Play ( all plays contributed ),EPA per Play ( all offense ),Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
Trey McBride,TE,['ARI'],9,31.21890203820517,3.4687668931339077,0.47301366724553284,0.04230203528212082,0.0,0.0,0.0,0.5971294077018678,0.5971294077018678,30.6217726305033,0.6249341353163939,0.4711041943154354
George Kittle,TE,['SF'],8,30.54608161061483,3.818260201326854,0.5763411624644308,0.038134933346585305,0.0,0.0,0.0,0.0,0.0,30.54608161061483,0.7103739909445309,0.5763411624644308
Jonnu Smith,TE,['MIA'],10,25.49331253701445,2.549331253701445,0.48100589692480095,0.031866640671268064,0.0,0.0,0.0,-1.1804736398899716,-1.1804736398899716,26.67378617690442,0.6839432353052416,0.5129574264789312
Cole Kmet,TE,['CHI'],9,23.1369879457674,2.5707764384186,0.6253239985342541,0.02747860801160024,0.0,0.0,0.0,0.0,0.0,23.1369879457674,0.7230308733052313,0.6253239985342541
Mark Andrews,TE,['BAL'],11,23.04479330669169,2.094981209699245,0.5908921360690177,0.025633807905107553,0.0,0.0,0.0,0.0,0.0,23.04479330669169,0.7201497908341153,0.5908921360690177
Taysom Hill,TE,['NO'],7,19.85977207801912,2.837110296859874,0.3203189044841793,0.02251674838777678,-3.1235687495211426,-1.5617843747605713,-0.7808921873802857,23.158820819115085,0.6811417887975025,-0.17547999157482685,-0.009748888420823713,-0.007311666315617786
Brock Bowers,TE,['LV'],10,19.362712539929916,1.9362712539929916,0.21277706087835072,0.024386287833664883,0.0,0.0,0.0,-0.3655518891247871,-0.18277594456239354,19.728264429054704,0.2818323489864958,0.22166589246128882
Mike Gesicki,TE,['CIN'],10,18.74103005534237,1.8741030055342371,0.39874532032643345,0.021296625062889058,0.0,0.0,0.0,0.0,0.0,18.74103005534237,0.5512067663335991,0.39874532032643345
Tucker Kraft,TE,['GB'],10,18.393227061402374,1.8393227061402375,0.43793397765243747,0.022934198330925654,0.0,0.0,0.0,2.6136323056484234,1.3068161528242117,15.779594755753951,0.5635569555626411,0.3944898688938488
Pat Freiermuth,TE,['PIT'],10,18.267410831212587,1.8267410831212587,0.5074280786447941,0.021721059252333634,0.0,0.0,0.0,0.0,0.0,18.267410831212587,0.5892713171358899,0.5074280786447941
Hunter Henry,TE,['NE'],11,17.99420685158986,1.635836986508169,0.2726394977513615,0.020424752385459544,0.0,0.0,0.0,0.0,0.0,17.99420685158986,0.39117840981717084,0.2726394977513615
Sam LaPorta,TE,['DET'],9,17.472816938952917,1.941424104328102,0.5460255293422787,0.02217362555704685,0.0,0.0,0.0,0.0,0.0,17.472816938952917,0.6989126775581167,0.5460255293422787
Zach Ertz,TE,['WAS'],11,17.29293759825913,1.5720852362053754,0.28349078029933,0.019562146604365532,0.0,0.0,0.0,0.0,0.0,17.29293759825913,0.40216133949439836,0.28349078029933
Noah Fant,TE,['SEA'],8,15.605326327061743,1.9506657908827179,0.48766644772067946,0.018424234152375138,0.0,0.0,0.0,0.0,0.0,15.605326327061743,0.577975049150435,0.48766644772067946
Juwan Johnson,TE,['NO'],9,15.548490801909766,1.727610089101085,0.4858903375596802,0.017628674378582503,0.0,0.0,0.0,0.0,0.0,15.548490801909766,0.6219396320763907,0.4858903375596802
Josh Oliver,TE,['MIN'],8,15.140100803181044,1.8925126003976305,0.6881864001445929,0.019044151953686847,0.0,0.0,0.0,0.0,0.0,15.140100803181044,0.7968474106937391,0.6881864001445929
Kyle Pitts,TE,['ATL'],11,15.00815213008474,1.36437746637134,0.2886183101939373,0.016996774779257918,0.0,0.0,0.0,0.0,0.0,15.00815213008474,0.42880434657384975,0.2886183101939373
Isaiah Likely,TE,['BAL'],10,14.534449912680861,1.453444991268086,0.37267820288925285,0.016167352516886387,0.0,0.0,0.0,0.0,0.0,14.534449912680861,0.5190874968814593,0.37267820288925285
Foster Moreau,TE,['NO'],9,13.713153307868101,1.5236837008742334,0.6530073003746715,0.015547792866063606,0.0,0.0,0.0,0.0,0.0,13.713153307868101,0.91421022052454,0.6530073003746715
Cade Otton,TE,['TB'],10,13.506381534602816,1.3506381534602816,0.19023072583947628,0.01679898200821246,0.0,0.0,0.0,-1.2872334361241948,-1.2872334361241948,14.793614970727011,0.3019105096066737,0.2113373567246716
Dalton Kincaid,TE,['BUF'],10,12.763425427630443,1.2763425427630444,0.2163292445361092,0.014636955765631243,0.0,0.0,0.0,0.0,0.0,12.763425427630443,0.37539486551854245,0.2163292445361092
Brenton Strange,TE,['JAX'],8,12.410207356947396,1.5512759196184245,0.427938184722324,0.015649694018849174,0.0,0.0,0.0,0.0,0.0,12.410207356947396,0.5909622550927331,0.427938184722324
Noah Gray,TE,['KC'],9,11.928876466999814,1.325430718555535,0.45880294103845437,0.01460082798898386,0.0,0.0,0.0,0.0,0.0,11.928876466999814,0.5186468029130353,0.45880294103845437
Dallas Goedert,TE,['PHI'],7,11.817686046550099,1.6882408637928712,0.3193969201770297,0.014272567689070167,0.0,0.0,0.0,0.0,0.0,11.817686046550099,0.3812156789209709,0.3193969201770297
Travis Kelce,TE,['KC'],10,10.325384138646955,1.0325384138646956,0.12747387825490067,0.01263816908035123,0.0,0.0,0.0,-0.1522010722664362,-0.1522010722664362,10.477585210913391,0.1689933098534418,0.1309698151364174
Grant Calcaterra,TE,['PHI'],8,10.135428295092868,1.2669285368866086,0.533443594478572,0.012240855428856121,0.0,0.0,0.0,0.0,0.0,10.135428295092868,0.5962016644172276,0.533443594478572
David Njoku,TE,['CLE'],7,10.080193401028735,1.4400276287183906,0.19384987309670645,0.011666890510449925,0.0,0.0,0.0,0.0,0.0,10.080193401028735,0.25846649746227524,0.19384987309670645
Jordan Akins,TE,['CLE'],9,9.811585104893172,1.0901761227659081,0.32705283682977243,0.011356001278811543,0.0,0.0,0.0,0.0,0.0,9.811585104893172,0.4905792552446586,0.32705283682977243
Elijah Higgins,TE,['ARI'],9,9.409265702911204,1.0454739669901338,0.6272843801940803,0.012749682524269924,0.0,0.0,0.0,0.0,0.0,9.409265702911204,0.6720904073508003,0.6272843801940803
Charlie Kolar,TE,['BAL'],6,9.158160411471096,1.526360068578516,0.8325600374064632,0.010187052738010119,0.0,0.0,0.0,1.6589321816455378,1.6589321816455378,7.499228229825558,0.9374035287281948,0.7499228229825559
Will Dissly,TE,['LAC'],10,9.07044914477504,0.907044914477504,0.18896769051614667,0.011749286456962486,0.0,0.0,0.0,0.0,0.0,9.07044914477504,0.2451472741831092,0.18896769051614667
Ja'Tavion Sanders,TE,['CAR'],10,8.921740208173633,0.8921740208173633,0.278804381505426,0.011708320483167497,0.0,0.0,0.0,0.0,0.0,8.921740208173633,0.34314385416052434,0.278804381505426
Mo Alie-Cox,TE,['IND'],8,7.5968389797940805,0.9496048724742601,0.47480243623713003,0.008958536532776038,0.0,0.0,0.0,0.0,0.0,7.5968389797940805,0.8440932199771201,0.47480243623713003
Colby Parkinson,TE,['LA'],8,6.799632920050471,0.8499541150063089,0.1837738627040668,0.008488929987578615,0.0,0.0,0.0,0.0,0.0,6.799632920050471,0.2833180383354363,0.1837738627040668
Darnell Washington,TE,['PIT'],9,6.733225388877177,0.7481361543196863,0.3543802836251146,0.00800621330425348,0.0,0.0,0.0,0.0,0.0,6.733225388877177,0.480944670634084,0.3543802836251146
Adam Trautman,TE,['DEN'],8,5.321095361805122,0.6651369202256403,0.40931502783116325,0.006102173580051746,0.0,0.0,0.0,0.0,0.0,5.321095361805122,0.6651369202256403,0.40931502783116325
Andrew Ogletree,TE,['IND'],7,5.272144851807195,0.7531635502581707,0.5857938724230217,0.006217151947885843,0.0,0.0,0.0,0.0,0.0,5.272144851807195,0.7531635502581707,0.5857938724230217
Josh Whyle,TE,['TEN'],9,5.152067646117651,0.5724519606797389,0.2711614550588237,0.00635273445883804,0.0,0.0,0.0,0.0,0.0,5.152067646117651,0.34347117640784336,0.2711614550588237
Cade Stover,TE,['HOU'],9,4.618291966898049,0.513143551877561,0.30788613112653657,0.004892258439510645,0.0,0.0,0.0,0.0,0.0,4.618291966898049,0.4618291966898049,0.30788613112653657
Erick All,TE,['CIN'],8,4.48625946591854,0.5607824332398175,0.2039208848144791,0.005098022120361977,0.0,0.0,0.0,0.0,0.0,4.48625946591854,0.22431297329592698,0.2039208848144791
Julian Hill,TE,['MIA'],7,3.7790449915850037,0.5398635702264291,0.26993178511321453,0.004723806239481255,0.0,0.0,0.0,0.0,0.0,3.7790449915850037,0.4198938879538893,0.26993178511321453
Nate Adkins,TE,['DEN'],7,3.6273195580392734,0.5181885082913248,0.5181885082913248,0.0041597701353661394,0.0,0.0,0.0,0.0,0.0,3.6273195580392734,0.6045532596732123,0.5181885082913248
Johnny Mundt,TE,['MIN'],9,3.1672341624913702,0.3519149069434856,0.1439651892041532,0.00398394234275644,0.0,0.0,0.0,0.0,0.0,3.1672341624913702,0.21114894416609134,0.1439651892041532
Dawson Knox,TE,['BUF'],9,3.098378205284628,0.34426424503162534,0.14083537296748308,0.003553186015234665,0.0,0.0,0.0,0.0,0.0,3.098378205284628,0.221312728948902,0.14083537296748308
T.J. Hockenson,TE,['MIN'],3,3.0194511691390513,1.0064837230463504,0.1887156980711907,0.0037980517850805676,0.0,0.0,0.0,0.0,0.0,3.0194511691390513,0.2322654745491578,0.1887156980711907
A.J. Barner,TE,['SEA'],8,2.6173645250071105,0.3271705656258888,0.12463640595271955,0.0030901588252740383,0.0,0.0,0.0,0.0,0.0,2.6173645250071105,0.1635852828129444,0.12463640595271955
Lucas Krull,TE,['DEN'],6,2.5299875485163072,0.42166459141938456,0.18071339632259337,0.0029013618675645726,0.0,0.0,0.0,0.0,0.0,2.5299875485163072,0.2529987548516307,0.18071339632259337
Tyler Conklin,TE,['NYJ'],11,2.5074372846271955,0.22794884405701776,0.05572082854727101,0.0029814949876661063,0.0,0.0,0.0,-3.231890039389557,-3.231890039389557,5.739327324016752,0.19790783875919835,0.1304392573640171
Luke Schoonmaker,TE,['DAL'],5,2.4296937307142015,0.48593874614284027,0.11569970146258102,0.002835115205034074,0.0,0.0,0.0,0.0,0.0,2.4296937307142015,0.17354955219387153,0.11569970146258102
John Bates,TE,['WAS'],5,2.019580516284469,0.40391610325689375,0.2524475645355586,0.0022845933442132,0.0,0.0,0.0,0.0,0.0,2.019580516284469,0.40391610325689375,0.2524475645355586
Hunter Long,TE,['LA'],4,1.7239390603846296,0.4309847650961574,0.34478781207692594,0.0021522335335638324,0.0,0.0,0.0,0.0,0.0,1.7239390603846296,0.34478781207692594,0.34478781207692594
Nick Vannett,TE,['TEN'],6,1.4573994698170516,0.24289991163617528,0.12144995581808764,0.001797040036765785,0.0,0.0,0.0,0.0,0.0,1.4573994698170516,0.13249086089245923,0.12144995581808764
Eric Saubert,TE,['SF'],4,1.3520035216967048,0.3380008804241762,0.22533392028278412,0.001687894533953439,0.0,0.0,0.0,0.0,0.0,1.3520035216967048,0.27040070433934094,0.22533392028278412
Theo Johnson,TE,['NYG'],8,1.0718247531100733,0.13397809413875916,0.03349452353468979,0.0012820870252512838,0.0,0.0,0.0,0.0,0.0,1.0718247531100733,0.05103927395762254,0.03349452353468979
Tanner Hudson,TE,['CIN'],5,1.0651153043580148,0.21302306087160297,0.0626538414328244,0.001210358300406835,0.0,0.0,0.0,1.880687436286491,1.880687436286491,-0.8155721319284761,-0.06796434432737301,-0.05097325824552976
Brevyn Spann-Ford,TE,['DAL'],4,1.013542594486343,0.25338564862158575,0.09214023586239482,0.0011826634708125355,0.0,0.0,0.0,0.0,0.0,1.013542594486343,0.16892376574772383,0.09214023586239482
Evan Engram,TE,['JAX'],7,1.0000204883895045,0.1428600697699292,0.020408581395704173,0.0012610598844760461,0.0,0.0,0.0,0.0,0.0,1.0000204883895045,0.02777834689970846,0.020408581395704173
Drew Sample,TE,['CIN'],5,0.8708198294267793,0.17416396588535585,0.07256831911889827,0.0009895679879849764,0.0,0.0,0.0,-1.416685966772616,-1.416685966772616,2.287505796199395,0.2541673106888217,0.2079550723817632
Austin Hooper,TE,['NE'],11,0.7095858166234215,0.06450780151122014,0.020870171077159456,0.000805432254964156,0.0,0.0,0.0,0.0,0.0,0.7095858166234215,0.030851557244496584,0.020870171077159456
Jeremy Ruckert,TE,['NYJ'],8,0.4555218795115513,0.056940234938943915,0.025306771083975072,0.0005416431385393,0.0,0.0,0.0,0.0,0.0,0.4555218795115513,0.03504014457781164,0.025306771083975072
Brock Wright,TE,['DET'],7,0.12241009220987997,0.017487156029982853,0.010200841017489998,0.0001553427566115228,0.0,0.0,0.0,0.0,0.0,0.12241009220987997,0.012241009220987998,0.010200841017489998
Harrison Bryant,TE,['LV'],5,-0.00023505721714434102,-4.7011443428868203e-05,-1.9588101428695086e-05,-2.9604183519438414e-07,0.0,0.0,0.0,0.0,0.0,-0.00023505721714434102,-2.6117468571593446e-05,-1.9588101428695086e-05
Connor Heyward,TE,['PIT'],3,-0.2147856915608935,-0.07159523052029783,-0.035797615260148914,-0.00025539321231973067,0.0,0.0,0.0,0.0,0.0,-0.2147856915608935,-0.053696422890223375,-0.035797615260148914
Will Mallory,TE,['IND'],5,-0.8279314431524021,-0.16558628863048042,-0.13798857385873367,-0.0009763342490004741,0.0,0.0,0.0,0.0,0.0,-0.8279314431524021,-0.27597714771746734,-0.13798857385873367
Kylen Granson,TE,['IND'],9,-1.6415332265597484,-0.18239258072886094,-0.11725237332569631,-0.001935770314339326,0.0,0.0,0.0,0.0,0.0,-1.6415332265597484,-0.23450474665139262,-0.11725237332569631
Pharaoh Brown,TE,['SEA'],3,-1.7155130690013565,-0.5718376896671188,-0.3431026138002713,-0.0020253991369555565,0.0,0.0,0.0,0.0,0.0,-1.7155130690013565,-0.5718376896671188,-0.3431026138002713
Michael Mayer,TE,['LV'],4,-1.9110050786831954,-0.47775126967079884,-0.19110050786831953,-0.0024068074038831174,0.0,0.0,0.0,0.0,0.0,-1.9110050786831954,-0.38220101573663906,-0.19110050786831953
Jake Ferguson,TE,['DAL'],9,-1.9119275625610408,-0.21243639584011564,-0.03296426832001795,-0.0022309539819848783,0.0,0.0,0.0,0.0,0.0,-1.9119275625610408,-0.04446343168746607,-0.03296426832001795
Luke Farrell,TE,['JAX'],7,-2.613715224354885,-0.373387889193555,-0.21780960202957375,-0.0032959838894765256,0.0,0.0,0.0,0.0,0.0,-2.613715224354885,-0.2904128027060983,-0.21780960202957375
Durham Smythe,TE,['MIA'],7,-3.0669530262614497,-0.43813614660877853,-0.30669530262614497,-0.003833691282826812,0.0,0.0,0.0,0.0,0.0,-3.0669530262614497,-0.6133906052522899,-0.30669530262614497
Davis Allen,TE,['LA'],4,-3.085072429434219,-0.7712681073585548,-0.28046112994856537,-0.0038515261291313598,0.0,0.0,0.0,0.0,0.0,-3.085072429434219,-0.5141787382390365,-0.28046112994856537
Dalton Schultz,TE,['HOU'],11,-3.66555744909002,-0.33323249537182,-0.066646499074364,-0.003883005772341123,0.0,0.0,0.0,0.0,0.0,-3.66555744909002,-0.10781051320853,-0.066646499074364
Gerald Everett,TE,['CHI'],7,-3.785646605416752,-0.5408066579166789,-0.3441496914015229,-0.004496017346100656,0.0,0.0,0.0,0.0,0.0,-3.785646605416752,-0.5408066579166789,-0.3441496914015229
Luke Musgrave,TE,['GB'],4,-4.01958986494554,-1.004897466236385,-0.5742271235636486,-0.005011957437587955,0.0,0.0,0.0,0.0,0.0,-4.01958986494554,-0.8039179729891079,-0.5742271235636486
Ian Thomas,TE,['CAR'],3,-5.549557287771235,-1.8498524292570784,-0.9249262146285392,-0.007282883579752277,0.0,0.0,0.0,0.0,0.0,-5.549557287771235,-1.8498524292570784,-0.9249262146285392
Hayden Hurst,TE,['LAC'],6,-6.455429379433793,-1.0759048965722988,-0.5379524482861494,-0.008361955154706986,0.0,0.0,0.0,0.0,0.0,-6.455429379433793,-0.9222041970619704,-0.5379524482861494
Tommy Tremble,TE,['CAR'],4,-6.585492482845331,-1.6463731207113328,-0.5487910402371109,-0.008642378586411197,0.0,0.0,0.0,0.0,0.0,-6.585492482845331,-0.7317213869828145,-0.5487910402371109
Greg Dulcich,TE,['DEN'],3,-6.7824287170992505,-2.260809572366417,-0.5652023930916042,-0.007778014583829416,0.0,0.0,0.0,0.0,0.0,-6.7824287170992505,-1.35648574341985,-0.5652023930916042
Chigoziem Okonkwo,TE,['TEN'],10,-8.201065779031236,-0.8201065779031236,-0.2645505090010076,-0.010112288260211141,0.0,0.0,0.0,0.0,0.0,-8.201065779031236,-0.35656807734918416,-0.2645505090010076
